,date,daily_vaccinations
3842,2021-01-04,1121.0
3843,2021-01-05,1121.0
3844,2021-01-06,1121.0
3845,2021-01-07,1121.0
3846,2021-01-08,1121.0
3847,2021-01-09,1121.0
3848,2021-01-10,1121.0
3849,2021-01-11,1121.0
3850,2021-01-12,1121.0
3851,2021-01-13,1121.0
3852,2021-01-14,1121.0
3853,2021-01-15,1121.0
3854,2021-01-16,1121.0
3855,2021-01-17,1121.0
3856,2021-01-18,1121.0
3857,2021-01-19,1121.0
3858,2021-01-20,1121.0
3859,2021-01-21,1121.0
3860,2021-01-22,1121.0
3861,2021-01-23,1121.0
3862,2021-01-24,1121.0
3863,2021-01-25,1121.0
3864,2021-01-26,1121.0
3865,2021-01-27,1961.0
3866,2021-01-28,2800.0
3867,2021-01-29,3640.0
3868,2021-01-30,4480.0
3869,2021-01-31,5320.0
3870,2021-02-01,6160.0
3871,2021-02-02,7000.0
3872,2021-02-03,7000.0
3873,2021-02-04,7000.0
3874,2021-02-05,7000.0
3875,2021-02-06,7000.0
3876,2021-02-07,7000.0
3877,2021-02-08,7000.0
3878,2021-02-09,7000.0
3879,2021-02-10,7000.0
3880,2021-02-11,7000.0
3881,2021-02-12,7000.0
3882,2021-02-13,7000.0
3883,2021-02-14,7000.0
3884,2021-02-15,7000.0
3885,2021-02-16,7259.0
3886,2021-02-17,7517.0
3887,2021-02-18,7776.0
3888,2021-02-19,8034.0
3889,2021-02-20,8293.0
3890,2021-02-21,8551.0
3891,2021-02-22,8810.0
3892,2021-02-23,8810.0
3893,2021-02-24,8810.0
3894,2021-02-25,8810.0
3895,2021-02-26,8810.0
3896,2021-02-27,8810.0
3897,2021-02-28,8810.0
3898,2021-03-01,8810.0
3899,2021-03-02,8810.0
3900,2021-03-03,8810.0
3901,2021-03-04,8810.0
3902,2021-03-05,8810.0
3903,2021-03-06,8810.0
3904,2021-03-07,8810.0
3905,2021-03-08,8810.0
3906,2021-03-17,0.0
3907,2020-12-28,0.0
3908,2020-12-29,0.0
3909,2020-12-30,0.0
3910,2021-01-04,0.0
3911,2021-01-05,0.0
3912,2021-01-06,0.0
3913,2021-01-07,0.0
3914,2021-01-08,0.0
3915,2021-01-09,0.0
3916,2021-01-10,0.0
3917,2021-01-11,0.0
3918,2021-01-12,0.0
3919,2021-01-13,0.0
3920,2021-01-14,0.0
3921,2021-01-15,0.0
3922,2021-01-16,0.0
3923,2021-01-17,0.0
3924,2021-01-18,0.0
3925,2021-01-19,125.0
3926,2021-01-20,235.0
3927,2021-01-21,275.0
3928,2021-01-22,306.0
3929,2021-01-23,343.0
3930,2021-01-24,381.0
3931,2021-01-25,419.0
3932,2021-01-26,415.0
3933,2021-01-27,422.0
3934,2021-01-28,493.0
3935,2021-01-29,600.0
3936,2021-01-30,606.0
3937,2021-01-31,677.0
3938,2021-02-01,748.0
3939,2021-02-02,885.0
3940,2021-02-03,1000.0
3941,2021-02-04,1104.0
3942,2021-02-05,1204.0
3943,2021-02-06,1241.0
3944,2021-02-07,1150.0
3945,2021-02-08,1100.0
3946,2021-02-09,868.0
3947,2021-02-10,726.0
3948,2021-02-11,766.0
3949,2021-02-12,775.0
3950,2021-02-13,751.0
3951,2021-02-14,736.0
3952,2021-02-15,802.0
3953,2021-02-16,973.0
3954,2021-02-17,1168.0
3955,2021-02-18,1134.0
3956,2021-02-19,1081.0
3957,2021-02-20,1133.0
3958,2021-02-21,1316.0
3959,2021-02-22,1376.0
3960,2021-02-23,1519.0
3961,2021-02-24,1850.0
3962,2021-02-25,2225.0
3963,2021-02-26,2512.0
3964,2021-02-27,2485.0
3965,2021-02-28,2319.0
3966,2021-03-01,2384.0
3967,2021-03-02,2354.0
3968,2021-03-03,2323.0
3969,2021-03-04,2577.0
3970,2021-03-05,2782.0
3971,2021-03-06,2808.0
3972,2021-03-07,2800.0
3973,2021-03-08,2790.0
3974,2021-03-09,2815.0
3975,2021-03-10,2580.0
3976,2021-03-11,2107.0
3977,2021-03-12,2121.0
3978,2021-03-13,2141.0
3979,2021-03-14,2397.0
3980,2021-03-15,2422.0
3981,2021-03-16,2113.0
3982,2021-03-17,1786.0
3983,2021-03-18,1449.0
3984,2021-03-19,836.0
3985,2021-02-13,0.0
3986,2021-02-14,48.0
3987,2021-02-15,640.0
3988,2021-02-16,1089.0
3989,2021-02-17,1483.0
3990,2021-02-18,1921.0
3991,2021-02-19,2222.0
3992,2021-02-20,1904.0
3993,2021-02-21,1897.0
3994,2021-02-22,2393.0
3995,2021-02-23,2616.0
3996,2021-02-24,2780.0
3997,2021-02-25,2888.0
3998,2021-02-26,3095.0
3999,2021-02-27,3095.0
4000,2021-02-28,3895.0
4001,2021-03-01,3975.0
4002,2021-03-02,3721.0
4003,2021-03-03,4170.0
4004,2021-03-04,3951.0
4005,2021-03-05,3650.0
4006,2021-03-06,3678.0
4007,2021-03-07,2962.0
4008,2021-03-08,2593.0
4009,2021-03-09,2478.0
4010,2021-03-10,4662.0
4011,2021-03-11,4928.0
4012,2021-03-12,5050.0
4013,2021-03-13,5442.0
4014,2021-03-14,5778.0
4015,2021-03-15,5817.0
4016,2021-03-16,7170.0
4017,2021-03-17,4811.0
4018,2021-03-18,5360.0
4019,2021-03-19,5627.0
4020,2021-03-20,5216.0
4021,2021-02-03,0.0
4022,2021-02-04,26.0
4023,2021-02-05,26.0
4024,2021-02-06,26.0
4025,2021-02-07,26.0
4026,2021-02-08,26.0
4027,2021-02-09,26.0
4028,2021-02-10,26.0
4029,2021-02-11,28.0
4030,2021-02-12,29.0
4031,2021-02-13,31.0
4032,2021-02-14,32.0
4033,2021-02-15,45.0
4034,2021-02-16,57.0
4035,2021-02-17,69.0
4036,2021-02-18,75.0
4037,2021-02-19,81.0
4038,2021-02-20,87.0
4039,2021-02-21,92.0
4040,2021-02-22,96.0
4041,2021-02-23,99.0
4042,2021-02-24,102.0
4043,2021-02-25,105.0
4044,2021-02-26,107.0
4045,2021-02-27,110.0
4046,2021-02-28,112.0
4047,2021-03-01,99.0
4048,2021-03-02,85.0
4049,2021-03-03,72.0
4050,2021-03-04,87.0
4051,2021-03-05,103.0
4052,2021-03-06,119.0
4053,2021-03-07,134.0
4054,2021-03-08,133.0
4055,2021-03-09,132.0
4056,2021-03-10,131.0
4057,2021-03-11,107.0
4058,2021-03-12,83.0
4059,2021-03-13,58.0
4060,2021-03-14,34.0
4061,2021-03-15,50.0
4062,2021-03-16,66.0
4063,2021-03-17,82.0
4064,2020-12-27,0.0
4065,2020-12-28,2787.0
4066,2020-12-29,2887.0
4067,2020-12-30,2435.0
4068,2020-12-31,1833.0
4069,2021-01-01,1466.0
4070,2021-01-02,1222.0
4071,2021-01-03,1047.0
4072,2021-01-04,649.0
4073,2021-01-05,312.0
4074,2021-01-06,593.0
4075,2021-01-07,1183.0
4076,2021-01-08,1922.0
4077,2021-01-09,1965.0
4078,2021-01-10,1965.0
4079,2021-01-11,2281.0
4080,2021-01-12,2490.0
4081,2021-01-13,2881.0
4082,2021-01-14,3520.0
4083,2021-01-15,3820.0
4084,2021-01-16,3934.0
4085,2021-01-17,4095.0
4086,2021-01-18,4424.0
4087,2021-01-19,5024.0
4088,2021-01-20,4629.0
4089,2021-01-21,3618.0
4090,2021-01-22,2635.0
4091,2021-01-23,2479.0
4092,2021-01-24,2325.0
4093,2021-01-25,1687.0
4094,2021-01-26,1232.0
4095,2021-01-27,1720.0
4096,2021-01-28,2509.0
4097,2021-01-29,3603.0
4098,2021-01-30,3692.0
4099,2021-01-31,3686.0
4100,2021-02-01,4090.0
4101,2021-02-02,4199.0
4102,2021-02-03,4185.0
4103,2021-02-04,4580.0
4104,2021-02-05,4465.0
4105,2021-02-06,4479.0
4106,2021-02-07,4492.0
4107,2021-02-08,4459.0
4108,2021-02-09,4314.0
4109,2021-02-10,4222.0
4110,2021-02-11,4109.0
4111,2021-02-12,4113.0
4112,2021-02-13,4073.0
4113,2021-02-14,4391.0
4114,2021-02-15,4344.0
4115,2021-02-16,4013.0
4116,2021-02-17,4312.0
4117,2021-02-18,4637.0
4118,2021-02-19,5090.0
4119,2021-02-20,5170.0
4120,2021-02-21,5230.0
4121,2021-02-22,5289.0
4122,2021-02-23,6445.0
4123,2021-02-24,6933.0
4124,2021-02-25,7004.0
4125,2021-02-26,6934.0
4126,2021-02-27,6889.0
4127,2021-02-28,6556.0
4128,2021-03-01,7238.0
4129,2021-03-02,7331.0
4130,2021-03-03,7362.0
4131,2021-03-04,7864.0
4132,2021-03-05,8421.0
4133,2021-03-06,8410.0
4134,2021-03-07,8353.0
4135,2021-03-08,8549.0
4136,2021-03-09,8915.0
4137,2021-03-10,9435.0
4138,2021-03-11,7407.0
4139,2021-03-12,7959.0
4140,2021-03-13,8119.0
4141,2021-03-14,8122.0
4142,2021-03-15,7982.0
4143,2021-03-16,7723.0
4144,2021-03-17,6986.0
4145,2021-03-18,8001.0
4146,2021-03-19,6732.0
4147,2021-03-20,6519.0
4148,2020-12-30,0.0
4149,2020-12-31,62.0
4150,2021-01-01,62.0
4151,2021-01-02,62.0
4152,2021-01-03,62.0
4153,2021-01-04,62.0
4154,2021-01-05,62.0
4155,2021-01-06,62.0
4156,2021-01-07,62.0
4157,2021-01-08,62.0
4158,2021-01-09,62.0
4159,2021-01-10,62.0
4160,2021-01-11,62.0
4161,2021-01-12,114.0
4162,2021-01-13,177.0
4163,2021-01-14,220.0
4164,2021-01-15,236.0
4165,2021-01-16,252.0
4166,2021-01-17,268.0
4167,2021-01-18,375.0
4168,2021-01-19,417.0
4169,2021-01-20,475.0
4170,2021-01-21,523.0
4171,2021-01-22,558.0
4172,2021-01-23,592.0
4173,2021-01-24,626.0
4174,2021-01-25,569.0
4175,2021-01-26,604.0
4176,2021-01-27,608.0
4177,2021-01-28,639.0
4178,2021-01-29,630.0
4179,2021-01-30,622.0
4180,2021-01-31,613.0
4181,2021-02-01,670.0
4182,2021-02-02,675.0
4183,2021-02-03,708.0
4184,2021-02-04,721.0
4185,2021-02-05,728.0
4186,2021-02-06,736.0
4187,2021-02-07,743.0
4188,2021-02-08,700.0
4189,2021-02-09,629.0
4190,2021-02-10,645.0
4191,2021-02-11,710.0
4192,2021-02-12,724.0
4193,2021-02-13,738.0
4194,2021-02-14,752.0
4195,2021-02-15,841.0
4196,2021-02-16,1038.0
4197,2021-02-17,1028.0
4198,2021-02-18,1078.0
4199,2021-02-19,1104.0
4200,2021-02-20,1130.0
4201,2021-02-21,1156.0
4202,2021-02-22,1129.0
4203,2021-02-23,1065.0
4204,2021-02-24,1092.0
4205,2021-02-25,1020.0
4206,2021-02-26,1004.0
4207,2021-02-27,988.0
4208,2021-02-28,973.0
4209,2021-03-01,1028.0
4210,2021-03-02,1013.0
4211,2021-03-03,1051.0
4212,2021-03-04,1157.0
4213,2021-03-05,1196.0
4214,2021-03-06,1235.0
4215,2021-03-07,1274.0
4216,2021-03-08,1199.0
4217,2021-03-09,1214.0
4218,2021-03-10,1334.0
4219,2021-03-11,1528.0
4220,2021-03-12,1606.0
4221,2021-03-13,1684.0
4222,2021-03-14,1763.0
4223,2021-03-15,1867.0
4224,2021-03-16,2158.0
4225,2021-03-17,2242.0
4226,2021-03-18,2211.0
4227,2021-02-08,0.0
4228,2021-02-09,595.0
4229,2021-02-10,385.0
4230,2021-02-11,315.0
4231,2021-02-12,280.0
4232,2021-02-13,260.0
4233,2021-02-14,246.0
4234,2021-02-15,236.0
4235,2021-02-16,176.0
4236,2021-02-17,176.0
4237,2021-02-18,199.0
4238,2021-02-19,223.0
4239,2021-02-20,246.0
4240,2021-02-21,270.0
4241,2021-02-22,293.0
4242,2021-02-23,667.0
4243,2021-02-24,1041.0
4244,2021-02-25,1193.0
4245,2021-02-26,1329.0
4246,2021-02-27,1455.0
4247,2021-02-28,1581.0
4248,2021-03-01,1628.0
4249,2021-03-02,1365.0
4250,2021-03-03,1112.0
4251,2021-03-04,1058.0
4252,2021-03-05,1007.0
4253,2021-03-06,1002.0
4254,2021-03-07,947.0
4255,2021-03-08,964.0
4256,2021-03-09,974.0
4257,2021-03-10,996.0
4258,2021-03-11,1042.0
4259,2021-03-12,1059.0
4260,2021-03-13,1060.0
4261,2021-03-17,0.0
4262,2021-03-18,3674.0
4263,2021-03-19,4954.0
4264,2021-02-23,0.0
4265,2021-02-24,895.0
4266,2021-02-25,895.0
4267,2021-02-26,895.0
4268,2021-02-27,895.0
4269,2021-02-28,2883.0
4270,2021-03-01,4209.0
4271,2021-03-02,7612.0
4272,2021-03-03,11349.0
4273,2021-03-04,13975.0
4274,2021-03-05,15747.0
4275,2021-03-06,17718.0
4276,2021-03-07,17901.0
4277,2021-03-08,20159.0
4278,2021-03-09,20377.0
4279,2021-03-10,20512.0
4280,2021-03-11,21470.0
4281,2021-03-12,23277.0
4282,2021-03-13,23499.0
4283,2021-03-14,23140.0
4284,2021-03-15,22138.0
4285,2021-03-16,21512.0
4286,2021-03-17,20470.0
4287,2021-03-18,19317.0
4288,2021-03-19,17668.0
4289,2021-02-02,0.0
4290,2021-02-03,698.0
4291,2021-02-04,1162.0
4292,2021-02-05,1130.0
4293,2021-02-06,1494.0
4294,2021-02-07,1774.0
4295,2021-02-08,2009.0
4296,2021-02-09,2196.0
4297,2021-02-10,2655.0
4298,2021-02-11,3160.0
4299,2021-02-12,3300.0
4300,2021-02-13,3750.0
4301,2021-02-14,4120.0
4302,2021-02-15,4412.0
4303,2021-02-16,4828.0
4304,2021-02-17,5151.0
4305,2021-02-18,5532.0
4306,2021-02-19,5240.0
4307,2021-02-20,5272.0
4308,2021-02-21,5203.0
4309,2021-02-22,5192.0
4310,2021-02-23,5009.0
4311,2021-02-24,4950.0
4312,2021-02-25,4895.0
4313,2021-02-26,5053.0
4314,2021-02-27,5069.0
4315,2021-02-28,5200.0
4316,2021-03-01,5279.0
4317,2021-03-02,5508.0
4318,2021-03-03,5508.0
4319,2021-03-04,5545.0
4320,2021-03-05,5630.0
4321,2021-03-06,5754.0
4322,2021-03-07,5747.0
4323,2021-03-08,5814.0
4324,2021-03-09,6001.0
4325,2021-03-10,6576.0
4326,2021-03-11,7115.0
4327,2021-03-12,7087.0
4328,2021-03-13,7491.0
4329,2021-03-14,7782.0
4330,2021-03-15,7843.0
4331,2021-01-17,0.0
4332,2021-01-18,1297.0
4333,2021-01-19,1286.0
4334,2021-01-20,1204.0
4335,2021-01-21,1206.0
4336,2021-01-22,1212.0
4337,2021-01-23,1204.0
4338,2021-01-24,1182.0
4339,2021-01-25,1167.0
4340,2021-01-26,1156.0
4341,2021-01-27,1171.0
4342,2021-01-28,1164.0
4343,2021-01-29,1151.0
4344,2021-01-30,1131.0
4345,2021-01-31,1111.0
4346,2021-02-01,1119.0
4347,2021-02-02,1126.0
4348,2021-02-03,1160.0
4349,2021-02-04,1257.0
4350,2021-02-05,1408.0
4351,2021-02-06,1534.0
4352,2021-02-07,1643.0
4353,2021-02-08,1755.0
4354,2021-02-09,1869.0
4355,2021-02-10,1852.0
4356,2021-02-11,1838.0
4357,2021-02-12,1828.0
4358,2021-02-13,1798.0
4359,2021-02-14,1769.0
4360,2021-02-15,1766.0
4361,2021-02-16,1767.0
4362,2021-02-17,1869.0
4363,2021-02-18,1908.0
4364,2021-02-19,1941.0
4365,2021-02-20,1876.0
4366,2021-02-21,1825.0
4367,2021-02-22,1812.0
4368,2021-02-23,1867.0
4369,2021-02-24,1983.0
4370,2021-02-25,1992.0
4371,2021-02-26,2014.0
4372,2021-02-27,2094.0
4373,2021-02-28,2172.0
4374,2021-03-01,2221.0
4375,2021-03-02,2193.0
4376,2021-03-03,2185.0
4377,2021-03-04,2329.0
4378,2021-03-05,2378.0
4379,2021-03-06,2562.0
4380,2021-03-07,2606.0
4381,2021-03-08,2842.0
4382,2021-03-09,3041.0
4383,2021-03-10,3160.0
4384,2021-03-11,3330.0
4385,2021-03-12,3474.0
4386,2021-03-13,3453.0
4387,2021-03-14,3500.0
4388,2021-03-15,3500.0
4389,2021-03-16,3635.0
4390,2021-03-17,3557.0
4391,2021-03-18,3572.0
4392,2021-03-19,3316.0
4393,2021-01-25,0.0
4394,2021-01-26,30.0
4395,2021-01-27,30.0
4396,2021-01-28,30.0
4397,2021-01-29,30.0
4398,2021-01-30,30.0
4399,2021-01-31,30.0
4400,2021-02-01,30.0
4401,2021-02-02,58.0
4402,2021-02-03,86.0
4403,2021-02-04,114.0
4404,2021-02-05,143.0
4405,2021-02-06,171.0
4406,2021-02-07,199.0
4407,2021-02-08,227.0
4408,2021-02-09,227.0
4409,2021-02-10,227.0
4410,2021-02-11,227.0
4411,2021-02-12,227.0
4412,2021-02-13,227.0
4413,2021-02-14,227.0
4414,2021-02-15,227.0
4415,2021-02-16,227.0
4416,2021-02-17,227.0
4417,2020-12-24,0.0
4418,2020-12-25,1300.0
4419,2020-12-26,1300.0
4420,2020-12-27,1300.0
4421,2020-12-28,1664.0
4422,2020-12-29,3121.0
4423,2020-12-30,3679.0
4424,2020-12-31,3695.0
4425,2021-01-01,4051.0
4426,2021-01-02,4407.0
4427,2021-01-03,4763.0
4428,2021-01-04,4912.0
4429,2021-01-05,4244.0
4430,2021-01-06,4027.0
4431,2021-01-07,4230.0
4432,2021-01-08,4984.0
4433,2021-01-09,5488.0
4434,2021-01-10,5876.0
4435,2021-01-11,6157.0
4436,2021-01-12,6378.0
4437,2021-01-13,19912.0
4438,2021-01-14,38797.0
4439,2021-01-15,49987.0
4440,2021-01-16,55493.0
4441,2021-01-17,55835.0
4442,2021-01-18,57924.0
4443,2021-01-19,57892.0
4444,2021-01-20,44066.0
4445,2021-01-21,31765.0
4446,2021-01-22,28205.0
4447,2021-01-23,22217.0
4448,2021-01-24,22498.0
4449,2021-01-25,21797.0
4450,2021-01-26,22028.0
4451,2021-01-27,22145.0
4452,2021-01-28,15072.0
4453,2021-01-29,6773.0
4454,2021-01-30,7363.0
4455,2021-01-31,6243.0
4456,2021-02-01,4300.0
4457,2021-02-02,3603.0
4458,2021-02-03,4365.0
4459,2021-02-04,5321.0
4460,2021-02-05,5443.0
4461,2021-02-06,5699.0
4462,2021-02-07,5741.0
4463,2021-02-08,6088.0
4464,2021-02-09,6687.0
4465,2021-02-10,5444.0
4466,2021-02-11,4337.0
4467,2021-02-12,3669.0
4468,2021-02-13,2302.0
4469,2021-02-14,3497.0
4470,2021-02-15,4552.0
4471,2021-02-16,27291.0
4472,2021-02-17,47633.0
4473,2021-02-18,84658.0
4474,2021-02-19,121165.0
4475,2021-02-20,132856.0
4476,2021-02-21,135880.0
4477,2021-02-22,140532.0
4478,2021-02-23,126539.0
4479,2021-02-24,120378.0
4480,2021-02-25,110108.0
4481,2021-02-26,99553.0
4482,2021-02-27,103872.0
4483,2021-02-28,109420.0
4484,2021-03-01,113351.0
4485,2021-03-02,111754.0
4486,2021-03-03,104685.0
4487,2021-03-04,83889.0
4488,2021-03-05,65838.0
4489,2021-03-06,54628.0
4490,2021-03-07,48287.0
4491,2021-03-08,46110.0
4492,2021-03-09,73919.0
4493,2021-03-10,122060.0
4494,2021-03-11,160566.0
4495,2021-03-12,181890.0
4496,2021-03-13,206927.0
4497,2021-03-14,220974.0
4498,2021-03-15,222140.0
4499,2021-03-16,204274.0
4500,2021-03-17,178517.0
4501,2021-03-18,163932.0
4502,2021-03-19,168803.0
4503,2021-03-20,177817.0
4504,2021-03-05,0.0
4505,2021-03-06,520.0
4506,2021-03-07,520.0
4507,2021-03-08,520.0
4508,2021-03-09,520.0
4509,2021-03-10,520.0
4510,2021-03-11,711.0
4511,2021-03-12,785.0
4512,2021-03-13,1009.0
4513,2021-03-14,1029.0
4514,2021-03-15,1049.0
4515,2021-03-16,1270.0
4516,2021-03-17,1383.0
4517,2021-03-18,1321.0
4518,2021-03-19,1322.0
4519,2020-12-30,0.0
4520,2020-12-31,126.0
4521,2021-01-01,126.0
4522,2021-01-02,126.0
4523,2021-01-03,126.0
4524,2021-01-04,126.0
4525,2021-01-05,126.0
4526,2021-01-06,126.0
4527,2021-01-07,126.0
4528,2021-01-08,126.0
4529,2021-01-09,126.0
4530,2021-01-10,126.0
4531,2021-01-11,126.0
4532,2021-01-12,126.0
4533,2021-01-13,126.0
4534,2021-01-14,126.0
4535,2021-01-15,126.0
4536,2021-01-16,126.0
4537,2021-01-17,126.0
4538,2021-01-18,126.0
4539,2021-01-19,150.0
4540,2021-01-20,174.0
4541,2021-01-21,198.0
4542,2021-01-22,222.0
4543,2021-01-23,246.0
4544,2021-01-24,270.0
4545,2021-01-25,294.0
4546,2021-01-26,294.0
4547,2021-01-27,294.0
4548,2021-01-28,294.0
4549,2021-01-29,294.0
4550,2021-01-30,294.0
4551,2021-01-31,294.0
4552,2021-02-01,294.0
4553,2021-02-02,294.0
4554,2021-02-03,294.0
4555,2021-02-04,294.0
4556,2021-02-05,294.0
4557,2021-02-06,294.0
4558,2021-02-07,294.0
4559,2021-02-08,294.0
4560,2021-02-09,294.0
4561,2021-02-10,294.0
4562,2021-02-11,294.0
4563,2021-02-12,294.0
4564,2021-02-13,294.0
4565,2021-02-14,294.0
4566,2021-02-15,294.0
4567,2021-02-16,294.0
4568,2021-02-17,294.0
4569,2021-02-18,294.0
4570,2021-02-19,294.0
4571,2021-02-20,294.0
4572,2021-02-21,294.0
4573,2021-02-22,294.0
4574,2021-02-23,294.0
4575,2021-02-24,294.0
4576,2021-02-25,294.0
4577,2021-02-26,294.0
4578,2021-02-27,294.0
4579,2021-02-28,294.0
4580,2021-03-01,294.0
4581,2021-03-02,294.0
4582,2021-03-03,294.0
4583,2021-03-04,294.0
4584,2021-03-05,275.0
4585,2021-03-06,257.0
4586,2021-03-07,238.0
4587,2021-03-08,220.0
4588,2021-03-09,201.0
4589,2021-03-10,183.0
4590,2021-03-11,165.0
4591,2021-03-12,165.0
4592,2021-03-13,165.0
4593,2021-03-14,165.0
4594,2021-03-15,165.0
4595,2021-03-16,165.0
4596,2021-03-17,165.0
4597,2021-03-18,165.0
4598,2021-03-19,165.0
4599,2021-02-22,0.0
4600,2021-02-23,1037.0
4601,2021-02-24,1037.0
4602,2021-02-25,1037.0
4603,2021-02-26,1232.0
4604,2021-02-27,1362.0
4605,2021-02-28,1286.0
4606,2021-03-01,1232.0
4607,2021-03-02,1213.0
4608,2021-03-03,1327.0
4609,2021-03-04,1441.0
4610,2021-03-05,1404.0
4611,2021-03-06,1357.0
4612,2021-03-07,1450.0
4613,2021-03-08,1542.0
4614,2021-03-09,1635.0
4615,2021-03-10,2726.0
4616,2021-03-11,5009.0
4617,2021-03-12,7533.0
4618,2021-03-13,9672.0
4619,2021-03-14,11733.0
4620,2021-03-15,14125.0
4621,2021-03-16,15068.0
4622,2021-03-17,15599.0
4623,2021-03-18,17610.0
4624,2021-03-19,17497.0
4625,2021-03-20,17158.0
4626,2021-02-20,0.0
4627,2021-02-21,223.0
4628,2021-02-22,223.0
4629,2021-02-23,223.0
4630,2021-02-24,223.0
4631,2021-02-25,223.0
4632,2021-02-26,215.0
4633,2021-02-27,196.0
4634,2021-02-28,175.0
4635,2021-03-01,155.0
4636,2021-03-02,152.0
4637,2021-03-03,148.0
4638,2021-03-04,139.0
4639,2021-03-05,137.0
4640,2021-03-06,148.0
4641,2021-03-07,183.0
4642,2021-03-08,219.0
4643,2021-03-09,202.0
4644,2021-03-10,184.0
4645,2021-03-11,172.0
4646,2021-03-12,161.0
4647,2021-03-13,168.0
4648,2021-03-14,151.0
4649,2021-03-15,192.0
4650,2021-03-16,269.0
4651,2021-03-17,359.0
4652,2021-03-18,398.0
4653,2021-03-19,496.0
4654,2021-03-20,531.0
4655,2021-02-08,0.0
4656,2021-02-09,43.0
4657,2021-02-10,43.0
4658,2021-02-11,43.0
4659,2021-02-12,43.0
4660,2021-02-13,43.0
4661,2021-02-14,43.0
4662,2021-02-15,43.0
4663,2021-02-16,43.0
4664,2021-02-17,43.0
4665,2021-02-18,43.0
4666,2021-02-19,43.0
4667,2021-02-20,43.0
4668,2021-02-21,43.0
4669,2021-02-22,43.0
4670,2021-02-23,43.0
4671,2021-02-24,40.0
4672,2021-02-25,36.0
4673,2021-02-26,33.0
4674,2021-02-27,29.0
4675,2021-02-28,26.0
4676,2021-03-01,22.0
4677,2021-03-02,19.0
4678,2021-03-03,19.0
4679,2021-03-04,19.0
4680,2021-03-05,19.0
4681,2021-03-06,19.0
4682,2021-03-07,19.0
4683,2021-03-08,19.0
4684,2021-03-09,19.0
4685,2021-03-10,19.0
4686,2021-01-28,0.0
4687,2021-01-29,45000.0
4688,2021-01-30,45000.0
4689,2021-01-31,42000.0
4690,2021-02-01,50020.0
4691,2021-02-02,51458.0
4692,2021-02-03,51400.0
4693,2021-02-04,50246.0
4694,2021-02-05,51891.0
4695,2021-02-06,53424.0
4696,2021-02-07,54437.0
4697,2021-02-08,50010.0
4698,2021-02-09,51127.0
4699,2021-02-10,62531.0
4700,2021-02-11,71942.0
4701,2021-02-12,100553.0
4702,2021-02-13,132082.0
4703,2021-02-14,148680.0
4704,2021-02-15,165277.0
4705,2021-02-16,184141.0
4706,2021-02-17,190700.0
4707,2021-02-18,196829.0
4708,2021-02-19,178578.0
4709,2021-02-20,153236.0
4710,2021-02-21,138660.0
4711,2021-02-22,124085.0
4712,2021-02-23,108989.0
4713,2021-02-24,123990.0
4714,2021-02-25,138712.0
4715,2021-02-26,151735.0
4716,2021-02-27,162387.0
4717,2021-02-28,168763.0
4718,2021-03-01,175138.0
4719,2021-03-02,183462.0
4720,2021-03-03,165274.0
4721,2021-03-04,147003.0
4722,2021-03-05,136191.0
4723,2021-03-06,127808.0
4724,2021-03-07,121878.0
4725,2021-03-08,115949.0
4726,2021-03-09,111839.0
4727,2021-03-10,118346.0
4728,2021-03-11,124222.0
4729,2021-03-12,145209.0
4730,2021-03-13,169993.0
4731,2021-03-14,183532.0
4732,2021-03-15,197070.0
4733,2021-03-16,209026.0
4734,2021-03-17,203778.0
4735,2021-03-18,197609.0
4736,2021-03-19,173867.0
4737,2021-03-20,143577.0
4738,2021-03-07,0.0
4739,2021-03-08,7740.0
4740,2021-03-09,7740.0
4741,2021-03-10,7740.0
4742,2021-03-11,7740.0
4743,2021-03-12,7740.0
4744,2021-03-13,7740.0
4745,2021-01-26,0.0
4746,2021-01-27,3800.0
4747,2021-01-28,22800.0
4748,2021-01-29,29133.0
4749,2021-01-30,32300.0
4750,2021-01-31,34200.0
4751,2021-02-01,35467.0
4752,2021-02-02,36371.0
4753,2021-02-03,41800.0
4754,2021-02-04,41800.0
4755,2021-02-05,41800.0
4756,2021-01-26,0.0
4757,2021-01-27,18862.0
4758,2021-01-28,18862.0
4759,2021-01-29,18862.0
4760,2021-01-30,18862.0
4761,2021-01-31,18862.0
4762,2021-02-01,18862.0
4763,2021-02-02,18326.0
4764,2021-02-03,17789.0
4765,2021-02-04,17252.0
4766,2021-02-05,16734.0
4767,2021-02-06,16216.0
4768,2021-02-07,15698.0
4769,2021-02-08,15179.0
4770,2021-02-09,15198.0
4771,2021-02-10,15217.0
4772,2021-02-11,15236.0
4773,2021-02-12,15236.0
4774,2021-02-13,15236.0
4775,2021-02-14,15236.0
4776,2021-02-15,15236.0
4777,2021-02-16,15236.0
4778,2021-02-17,15236.0
4779,2021-02-18,15236.0
4780,2021-02-19,15236.0
4781,2021-02-20,15236.0
4782,2021-02-21,19397.0
4783,2021-02-22,23557.0
4784,2021-02-23,27718.0
4785,2021-02-24,31879.0
4786,2021-02-25,36039.0
4787,2021-02-26,40200.0
4788,2021-02-27,44361.0
4789,2021-02-28,44361.0
4790,2021-03-01,44361.0
4791,2021-03-02,44361.0
4792,2021-03-03,44361.0
4793,2021-03-04,44361.0
4794,2021-03-05,44361.0
4795,2021-03-06,44361.0
4796,2021-03-07,44361.0
