,date,daily_vaccinations
2892,2021-02-15,520.0
2893,2021-02-16,448.0
2894,2021-02-17,375.0
2895,2021-02-18,302.0
2896,2021-02-19,230.0
2897,2021-02-20,157.0
2898,2021-02-21,85.0
2899,2021-02-22,85.0
2900,2021-02-23,85.0
2901,2021-02-24,113.0
2902,2021-02-25,142.0
2903,2021-02-26,170.0
2904,2021-02-27,199.0
2905,2021-02-28,228.0
2906,2021-03-01,256.0
2907,2021-03-02,285.0
2908,2021-03-03,349.0
2909,2021-03-04,413.0
2910,2021-03-05,477.0
2911,2021-03-06,542.0
2912,2021-03-07,606.0
2913,2021-03-08,670.0
2914,2021-03-09,734.0
2915,2021-03-10,734.0
2916,2021-03-11,734.0
2917,2021-03-12,734.0
2918,2021-03-19,0.0
2919,2021-02-11,0.0
2920,2021-02-12,167.0
2921,2021-02-13,167.0
2922,2021-02-14,167.0
2923,2021-02-15,167.0
2924,2021-02-16,167.0
2925,2021-02-17,168.0
2926,2021-02-18,168.0
2927,2021-02-19,168.0
2928,2021-02-20,169.0
2929,2021-02-21,169.0
2930,2021-02-22,169.0
2931,2021-02-23,223.0
2932,2021-02-24,277.0
2933,2021-02-25,331.0
2934,2021-02-26,385.0
2935,2021-02-27,439.0
2936,2021-02-28,493.0
2937,2021-03-01,547.0
2938,2021-03-02,547.0
2939,2021-03-03,547.0
2940,2021-03-04,547.0
2941,2021-03-05,547.0
2942,2021-03-06,547.0
2943,2021-03-07,547.0
2944,2021-03-08,547.0
2945,2021-03-09,547.0
2946,2021-03-10,547.0
2947,2021-03-11,547.0
2948,2021-03-12,547.0
2949,2021-03-13,547.0
2950,2021-03-14,547.0
2951,2021-03-15,547.0
2952,2021-03-16,547.0
2953,2021-03-17,547.0
2954,2021-03-18,547.0
2955,2021-03-19,547.0
2956,2021-02-28,0.0
2957,2021-03-01,276.0
2958,2021-03-02,276.0
2959,2021-03-03,276.0
2960,2021-03-04,276.0
2961,2021-03-05,276.0
2962,2021-03-06,276.0
2963,2021-03-07,276.0
2964,2021-03-08,276.0
2965,2021-03-09,276.0
2966,2021-03-10,276.0
2967,2021-03-11,276.0
2968,2021-03-12,276.0
2969,2021-03-13,276.0
2970,2021-03-14,276.0
2971,2021-03-15,276.0
2972,2021-03-16,276.0
2973,2021-03-17,3304.0
2974,2021-03-18,3889.0
2975,2021-03-19,4474.0
2976,2021-02-21,0.0
2977,2021-02-22,1200.0
2978,2021-02-23,1200.0
2979,2021-02-24,1200.0
2980,2021-02-25,1200.0
2981,2021-02-26,1200.0
2982,2021-02-27,2267.0
2983,2021-02-28,2857.0
2984,2021-03-01,3686.0
2985,2021-03-02,5371.0
2986,2021-03-03,6886.0
2987,2021-03-04,8171.0
2988,2021-03-05,9471.0
2989,2021-03-06,10014.0
2990,2021-03-07,10429.0
2991,2021-03-08,10971.0
2992,2021-03-09,10500.0
2993,2021-03-10,11243.0
2994,2021-03-11,11971.0
2995,2021-03-12,12829.0
2996,2021-03-13,13329.0
2997,2021-03-14,13957.0
2998,2021-03-15,14600.0
2999,2021-03-16,16543.0
3000,2021-03-17,17629.0
3001,2021-03-18,18686.0
3002,2021-03-19,20286.0
3003,2021-03-20,21943.0
3004,2020-12-28,0.0
3005,2020-12-29,1367.0
3006,2020-12-30,1348.0
3007,2020-12-31,1339.0
3008,2021-01-01,1578.0
3009,2021-01-02,1722.0
3010,2021-01-03,1818.0
3011,2021-01-04,1987.0
3012,2021-01-05,2648.0
3013,2021-01-06,3959.0
3014,2021-01-07,5348.0
3015,2021-01-08,6375.0
3016,2021-01-09,7402.0
3017,2021-01-10,8429.0
3018,2021-01-11,9083.0
3019,2021-01-12,9418.0
3020,2021-01-13,9229.0
3021,2021-01-14,9026.0
3022,2021-01-15,8688.0
3023,2021-01-16,8347.0
3024,2021-01-17,7455.0
3025,2021-01-18,7536.0
3026,2021-01-19,6618.0
3027,2021-01-20,6069.0
3028,2021-01-21,5581.0
3029,2021-01-22,5326.0
3030,2021-01-23,4778.0
3031,2021-01-24,4701.0
3032,2021-01-25,4426.0
3033,2021-01-26,5317.0
3034,2021-01-27,6989.0
3035,2021-01-28,9745.0
3036,2021-01-29,13966.0
3037,2021-01-30,17920.0
3038,2021-01-31,20434.0
3039,2021-02-01,21335.0
3040,2021-02-02,21690.0
3041,2021-02-03,20946.0
3042,2021-02-04,20613.0
3043,2021-02-05,19025.0
3044,2021-02-06,16113.0
3045,2021-02-07,13928.0
3046,2021-02-08,12876.0
3047,2021-02-09,11984.0
3048,2021-02-10,11123.0
3049,2021-02-11,10542.0
3050,2021-02-12,10587.0
3051,2021-02-13,10252.0
3052,2021-02-14,9857.0
3053,2021-02-15,10251.0
3054,2021-02-16,11079.0
3055,2021-02-17,13436.0
3056,2021-02-18,16165.0
3057,2021-02-19,20697.0
3058,2021-02-20,24694.0
3059,2021-02-21,26975.0
3060,2021-02-22,27038.0
3061,2021-02-23,28014.0
3062,2021-02-24,30443.0
3063,2021-02-25,31093.0
3064,2021-02-26,29709.0
3065,2021-02-27,41563.0
3066,2021-02-28,40354.0
3067,2021-03-01,44530.0
3068,2021-03-02,47365.0
3069,2021-03-03,47635.0
3070,2021-03-04,54396.0
3071,2021-03-05,63767.0
3072,2021-03-06,51685.0
3073,2021-03-07,53386.0
3074,2021-03-08,55287.0
3075,2021-03-09,59185.0
3076,2021-03-10,60627.0
3077,2021-03-11,62692.0
3078,2021-03-12,59483.0
3079,2021-03-13,60428.0
3080,2021-03-14,60416.0
3081,2021-03-15,55007.0
3082,2021-03-16,54056.0
3083,2021-03-17,55234.0
3084,2021-03-18,48641.0
3085,2021-03-19,45034.0
3086,2021-03-20,46595.0
3087,2020-12-30,0.0
3088,2020-12-31,63.0
3089,2021-01-01,63.0
3090,2021-01-02,63.0
3091,2021-01-03,63.0
3092,2021-01-04,63.0
3093,2021-01-05,63.0
3094,2021-01-06,63.0
3095,2021-01-07,63.0
3096,2021-01-08,63.0
3097,2021-01-09,63.0
3098,2021-01-10,63.0
3099,2021-01-11,63.0
3100,2021-01-12,63.0
3101,2021-01-13,63.0
3102,2021-01-14,63.0
3103,2021-01-15,63.0
3104,2021-01-16,63.0
3105,2021-01-17,63.0
3106,2021-01-18,63.0
3107,2021-01-19,63.0
3108,2021-01-20,63.0
3109,2021-01-21,312.0
3110,2021-01-22,560.0
3111,2021-01-23,809.0
3112,2021-01-24,1057.0
3113,2021-01-25,1306.0
3114,2021-01-26,1318.0
3115,2021-01-27,1331.0
3116,2021-01-28,1103.0
3117,2021-01-29,874.0
3118,2021-01-30,646.0
3119,2021-01-31,417.0
3120,2021-02-01,189.0
3121,2021-02-02,197.0
3122,2021-02-03,204.0
3123,2021-02-04,215.0
3124,2021-02-05,226.0
3125,2021-02-06,204.0
3126,2021-02-07,182.0
3127,2021-02-08,159.0
3128,2021-02-09,200.0
3129,2021-02-10,241.0
3130,2021-02-11,271.0
3131,2021-02-12,301.0
3132,2021-02-13,305.0
3133,2021-02-14,309.0
3134,2021-02-15,312.0
3135,2021-02-16,269.0
3136,2021-02-17,418.0
3137,2021-02-18,817.0
3138,2021-02-19,871.0
3139,2021-02-20,957.0
3140,2021-02-21,1044.0
3141,2021-02-22,1131.0
3142,2021-02-23,1129.0
3143,2021-02-24,1160.0
3144,2021-02-25,943.0
3145,2021-02-26,920.0
3146,2021-02-27,895.0
3147,2021-02-28,871.0
3148,2021-03-01,846.0
3149,2021-03-02,843.0
3150,2021-03-03,975.0
3151,2021-03-04,1106.0
3152,2021-03-05,1085.0
3153,2021-03-06,1120.0
3154,2021-03-07,1156.0
3155,2021-03-08,1192.0
3156,2021-03-09,1362.0
3157,2021-03-10,1171.0
3158,2021-03-11,979.0
3159,2021-03-12,1016.0
3160,2021-03-13,917.0
3161,2021-03-14,818.0
3162,2021-03-15,719.0
3163,2021-03-16,758.0
3164,2021-03-17,798.0
3165,2021-03-18,747.0
3166,2021-03-19,820.0
3167,2021-01-15,0.0
3168,2021-01-16,191181.0
3169,2021-01-17,112150.0
3170,2021-01-18,151350.0
3171,2021-01-19,168709.0
3172,2021-01-20,161297.0
3173,2021-01-21,173922.0
3174,2021-01-22,198656.0
3175,2021-01-23,198717.0
3176,2021-01-24,198743.0
3177,2021-01-25,224251.0
3178,2021-01-26,193521.0
3179,2021-01-27,221356.0
3180,2021-01-28,269217.0
3181,2021-01-29,301348.0
3182,2021-01-30,308876.0
3183,2021-01-31,306191.0
3184,2021-02-01,275192.0
3185,2021-02-02,301348.0
3186,2021-02-03,299082.0
3187,2021-02-04,290199.0
3188,2021-02-05,273832.0
3189,2021-02-06,290141.0
3190,2021-02-07,293360.0
3191,2021-02-08,329836.0
3192,2021-02-09,353235.0
3193,2021-02-10,366795.0
3194,2021-02-11,363652.0
3195,2021-02-12,364400.0
3196,2021-02-13,325305.0
3197,2021-02-14,353179.0
3198,2021-02-15,322538.0
3199,2021-02-16,320826.0
3200,2021-02-17,309949.0
3201,2021-02-18,334502.0
3202,2021-02-19,354614.0
3203,2021-02-20,397981.0
3204,2021-02-21,400080.0
3205,2021-02-22,415332.0
3206,2021-02-23,435722.0
3207,2021-02-24,454268.0
3208,2021-02-25,460075.0
3209,2021-02-26,472428.0
3210,2021-02-27,486318.0
3211,2021-02-28,459442.0
3212,2021-03-01,490006.0
3213,2021-03-02,530480.0
3214,2021-03-03,607059.0
3215,2021-03-04,705494.0
3216,2021-03-05,820109.0
3217,2021-03-06,954257.0
3218,2021-03-07,955392.0
3219,2021-03-08,1164942.0
3220,2021-03-09,1249594.0
3221,2021-03-10,1295566.0
3222,2021-03-11,1165631.0
3223,2021-03-12,1245822.0
3224,2021-03-13,1259438.0
3225,2021-03-14,1274147.0
3226,2021-03-15,1419814.0
3227,2021-03-16,1528090.0
3228,2021-03-17,1636892.0
3229,2021-03-18,1882128.0
3230,2021-03-19,1977848.0
3231,2021-03-20,2123633.0
3232,2021-01-12,0.0
3233,2021-01-13,13200.0
3234,2021-01-14,13200.0
3235,2021-01-15,13200.0
3236,2021-01-16,13200.0
3237,2021-01-17,13200.0
3238,2021-01-18,13200.0
3239,2021-01-19,13200.0
3240,2021-01-20,13200.0
3241,2021-01-21,13200.0
3242,2021-01-22,13200.0
3243,2021-01-23,12546.0
3244,2021-01-24,11892.0
3245,2021-01-25,11823.0
3246,2021-01-26,21898.0
3247,2021-01-27,28915.0
3248,2021-01-28,36427.0
3249,2021-01-29,40614.0
3250,2021-01-30,51762.0
3251,2021-01-31,52348.0
3252,2021-02-01,58997.0
3253,2021-02-02,57511.0
3254,2021-02-03,58521.0
3255,2021-02-04,60433.0
3256,2021-02-05,64187.0
3257,2021-02-06,58764.0
3258,2021-02-07,58253.0
3259,2021-02-08,58702.0
3260,2021-02-09,59800.0
3261,2021-02-10,75879.0
3262,2021-02-11,80853.0
3263,2021-02-12,79099.0
3264,2021-02-13,80216.0
3265,2021-02-14,81554.0
3266,2021-02-15,84695.0
3267,2021-02-16,84464.0
3268,2021-02-17,71210.0
3269,2021-02-18,60741.0
3270,2021-02-19,64721.0
3271,2021-02-20,68702.0
3272,2021-02-21,70969.0
3273,2021-02-22,63824.0
3274,2021-02-23,57394.0
3275,2021-02-24,63074.0
3276,2021-02-25,75384.0
3277,2021-02-26,82443.0
3278,2021-02-27,91687.0
3279,2021-02-28,99865.0
3280,2021-03-01,116146.0
3281,2021-03-02,137640.0
3282,2021-03-03,171080.0
3283,2021-03-04,163084.0
3284,2021-03-05,154100.0
3285,2021-03-06,168116.0
3286,2021-03-07,190340.0
3287,2021-03-08,207959.0
3288,2021-03-09,220364.0
3289,2021-03-10,207318.0
3290,2021-03-11,219203.0
3291,2021-03-12,225769.0
3292,2021-03-13,237869.0
3293,2021-03-14,208257.0
3294,2021-03-15,206490.0
3295,2021-03-16,231400.0
3296,2021-03-17,249116.0
3297,2021-03-18,256516.0
3298,2021-03-19,319659.0
3299,2021-03-20,342132.0
3300,2021-02-08,0.0
3301,2021-02-09,3000.0
3302,2021-02-10,1938.0
3303,2021-02-11,1583.0
3304,2021-02-12,1406.0
3305,2021-02-13,1300.0
3306,2021-02-14,1229.0
3307,2021-02-15,1179.0
3308,2021-02-16,875.0
3309,2021-02-17,875.0
3310,2020-12-31,0.0
3311,2021-01-01,550.0
3312,2021-01-02,550.0
3313,2021-01-03,550.0
3314,2021-01-04,550.0
3315,2021-01-05,1194.0
3316,2021-01-06,1624.0
3317,2021-01-07,1931.0
3318,2021-01-08,3028.0
3319,2021-01-09,4124.0
3320,2021-01-10,5221.0
3321,2021-01-11,6919.0
3322,2021-01-12,8157.0
3323,2021-01-13,9394.0
3324,2021-01-14,9452.0
3325,2021-01-15,8873.0
3326,2021-01-16,8293.0
3327,2021-01-17,7714.0
3328,2021-01-18,7267.0
3329,2021-01-19,6819.0
3330,2021-01-20,6371.0
3331,2021-01-21,6528.0
3332,2021-01-22,6686.0
3333,2021-01-23,6843.0
3334,2021-01-24,7000.0
3335,2021-01-25,6552.0
3336,2021-01-26,6105.0
3337,2021-01-27,5657.0
3338,2021-01-28,6271.0
3339,2021-01-29,6886.0
3340,2021-01-30,7500.0
3341,2021-01-31,8114.0
3342,2021-02-01,8118.0
3343,2021-02-02,8122.0
3344,2021-02-03,8126.0
3345,2021-02-04,7643.0
3346,2021-02-05,7159.0
3347,2021-02-06,6486.0
3348,2021-02-07,5812.0
3349,2021-02-08,5337.0
3350,2021-02-09,5157.0
3351,2021-02-10,5472.0
3352,2021-02-11,5214.0
3353,2021-02-12,4924.0
3354,2021-02-13,4704.0
3355,2021-02-14,4494.0
3356,2021-02-15,5318.0
3357,2021-02-16,6495.0
3358,2021-02-17,7746.0
3359,2021-02-18,9343.0
3360,2021-02-19,10781.0
3361,2021-02-20,11682.0
3362,2021-02-21,11718.0
3363,2021-02-22,11291.0
3364,2021-02-23,11361.0
3365,2021-02-24,11494.0
3366,2021-02-25,11865.0
3367,2021-02-26,12195.0
3368,2021-02-27,12225.0
3369,2021-02-28,12259.0
3370,2021-03-01,12408.0
3371,2021-03-02,12480.0
3372,2021-03-03,12271.0
3373,2021-03-04,12049.0
3374,2021-03-05,12465.0
3375,2021-03-06,12453.0
3376,2021-03-07,12284.0
3377,2021-03-08,12878.0
3378,2021-03-09,13218.0
3379,2021-03-10,13305.0
3380,2021-03-11,13663.0
3381,2021-03-12,13369.0
3382,2021-03-13,13266.0
3383,2021-03-14,13040.0
3384,2021-03-15,11995.0
3385,2021-03-16,11314.0
3386,2021-03-17,9885.0
3387,2021-01-21,0.0
3388,2021-01-22,90.0
3389,2021-01-23,138.0
3390,2021-01-24,155.0
3391,2021-01-25,163.0
3392,2021-01-26,266.0
3393,2021-01-27,338.0
3394,2021-01-28,389.0
3395,2021-01-29,459.0
3396,2021-01-30,484.0
3397,2021-01-31,508.0
3398,2021-02-01,533.0
3399,2021-02-02,488.0
3400,2021-02-03,568.0
3401,2021-02-04,562.0
3402,2021-02-05,481.0
3403,2021-02-06,519.0
3404,2021-02-07,524.0
3405,2021-02-08,530.0
3406,2021-02-09,532.0
3407,2021-02-10,411.0
3408,2021-02-11,372.0
3409,2021-02-12,370.0
3410,2021-02-13,378.0
3411,2021-02-14,355.0
3412,2021-02-15,336.0
3413,2021-02-16,321.0
3414,2021-02-17,338.0
3415,2021-02-18,354.0
3416,2021-02-19,619.0
3417,2021-02-20,526.0
3418,2021-02-21,538.0
3419,2021-02-22,544.0
3420,2021-02-23,538.0
3421,2021-02-24,502.0
3422,2021-02-25,500.0
3423,2021-02-26,391.0
3424,2021-02-27,522.0
3425,2021-02-28,565.0
3426,2021-03-01,599.0
3427,2021-03-02,678.0
3428,2021-03-03,729.0
3429,2021-03-04,663.0
3430,2021-03-05,571.0
3431,2021-03-06,497.0
3432,2021-03-07,478.0
3433,2021-03-08,441.0
3434,2021-03-09,484.0
3435,2021-03-10,557.0
3436,2021-03-11,713.0
3437,2021-03-12,844.0
3438,2021-03-13,960.0
3439,2021-03-14,1033.0
3440,2021-03-15,1094.0
3441,2021-03-16,1023.0
3442,2021-03-17,858.0
3443,2021-03-18,701.0
3444,2020-12-19,0.0
3445,2020-12-20,7370.0
3446,2020-12-21,16119.0
3447,2020-12-22,25615.0
3448,2020-12-23,34913.0
3449,2020-12-24,42587.0
3450,2020-12-25,41894.0
3451,2020-12-26,40560.0
3452,2020-12-27,54401.0
3453,2020-12-28,70090.0
3454,2020-12-29,85978.0
3455,2020-12-30,98802.0
3456,2020-12-31,110902.0
3457,2021-01-01,115577.0
3458,2021-01-02,121147.0
3459,2021-01-03,127572.0
3460,2021-01-04,129997.0
3461,2021-01-05,125543.0
3462,2021-01-06,118443.0
3463,2021-01-07,112390.0
3464,2021-01-08,111683.0
3465,2021-01-09,107809.0
3466,2021-01-10,92700.0
3467,2021-01-11,76776.0
3468,2021-01-12,67462.0
3469,2021-01-13,68278.0
3470,2021-01-14,69602.0
3471,2021-01-15,69633.0
3472,2021-01-16,71182.0
3473,2021-01-17,86768.0
3474,2021-01-18,108111.0
3475,2021-01-19,129617.0
3476,2021-01-20,145501.0
3477,2021-01-21,160993.0
3478,2021-01-22,167013.0
3479,2021-01-23,172440.0
3480,2021-01-24,180524.0
3481,2021-01-25,184833.0
3482,2021-01-26,184038.0
3483,2021-01-27,181531.0
3484,2021-01-28,178131.0
3485,2021-01-29,177060.0
3486,2021-01-30,174722.0
3487,2021-01-31,163757.0
3488,2021-02-01,149129.0
3489,2021-02-02,134311.0
3490,2021-02-03,121307.0
3491,2021-02-04,109972.0
3492,2021-02-05,104447.0
3493,2021-02-06,99694.0
3494,2021-02-07,98260.0
3495,2021-02-08,99143.0
3496,2021-02-09,103794.0
3497,2021-02-10,108206.0
3498,2021-02-11,111357.0
3499,2021-02-12,113343.0
3500,2021-02-13,115351.0
3501,2021-02-14,118355.0
3502,2021-02-15,123081.0
3503,2021-02-16,127075.0
3504,2021-02-17,126340.0
3505,2021-02-18,125775.0
3506,2021-02-19,125941.0
3507,2021-02-20,126294.0
3508,2021-02-21,128303.0
3509,2021-02-22,129484.0
3510,2021-02-23,127469.0
3511,2021-02-24,125542.0
3512,2021-02-25,120912.0
3513,2021-02-26,118053.0
3514,2021-02-27,115071.0
3515,2021-02-28,106257.0
3516,2021-03-01,97938.0
3517,2021-03-02,91962.0
3518,2021-03-03,89803.0
3519,2021-03-04,89713.0
3520,2021-03-05,89714.0
3521,2021-03-06,89231.0
3522,2021-03-07,90337.0
3523,2021-03-08,89402.0
3524,2021-03-09,89057.0
3525,2021-03-10,85212.0
3526,2021-03-11,81869.0
3527,2021-03-12,81140.0
3528,2021-03-13,80728.0
3529,2021-03-14,79454.0
3530,2021-03-15,79114.0
3531,2021-03-16,77247.0
3532,2021-03-17,76490.0
3533,2021-03-18,73904.0
3534,2021-03-19,71357.0
3535,2021-03-20,69541.0
3536,2020-12-27,0.0
3537,2020-12-28,1421.0
3538,2020-12-29,1189.0
3539,2020-12-30,2367.0
3540,2020-12-31,8102.0
3541,2021-01-01,8689.0
3542,2021-01-02,13657.0
3543,2021-01-03,16724.0
3544,2021-01-04,26303.0
3545,2021-01-05,37524.0
3546,2021-01-06,46156.0
3547,2021-01-07,55677.0
3548,2021-01-08,67733.0
3549,2021-01-09,74638.0
3550,2021-01-10,78238.0
3551,2021-01-11,79996.0
3552,2021-01-12,80277.0
3553,2021-01-13,84331.0
3554,2021-01-14,84465.0
3555,2021-01-15,83450.0
3556,2021-01-16,80255.0
3557,2021-01-17,76869.0
3558,2021-01-18,71481.0
3559,2021-01-19,64460.0
3560,2021-01-20,55396.0
3561,2021-01-21,47140.0
3562,2021-01-22,38234.0
3563,2021-01-23,34504.0
3564,2021-01-24,34076.0
3565,2021-01-25,37722.0
3566,2021-01-26,44490.0
3567,2021-01-27,50247.0
3568,2021-01-28,58538.0
3569,2021-01-29,68720.0
3570,2021-01-30,76076.0
3571,2021-01-31,79750.0
3572,2021-02-01,82129.0
3573,2021-02-02,83241.0
3574,2021-02-03,87322.0
3575,2021-02-04,89235.0
3576,2021-02-05,90437.0
3577,2021-02-06,88458.0
3578,2021-02-07,85862.0
3579,2021-02-08,83101.0
3580,2021-02-09,80028.0
3581,2021-02-10,76144.0
3582,2021-02-11,71490.0
3583,2021-02-12,66786.0
3584,2021-02-13,63392.0
3585,2021-02-14,61682.0
3586,2021-02-15,61152.0
3587,2021-02-16,61812.0
3588,2021-02-17,62886.0
3589,2021-02-18,65035.0
3590,2021-02-19,67757.0
3591,2021-02-20,71349.0
3592,2021-02-21,74420.0
3593,2021-02-22,80527.0
3594,2021-02-23,85580.0
3595,2021-02-24,91581.0
3596,2021-02-25,97054.0
3597,2021-02-26,103208.0
3598,2021-02-27,110120.0
3599,2021-02-28,113974.0
3600,2021-03-01,118090.0
3601,2021-03-02,125638.0
3602,2021-03-03,134550.0
3603,2021-03-04,144045.0
3604,2021-03-05,153438.0
3605,2021-03-06,160356.0
3606,2021-03-07,163424.0
3607,2021-03-08,169379.0
3608,2021-03-09,173465.0
3609,2021-03-10,176856.0
3610,2021-03-11,179682.0
3611,2021-03-12,180005.0
3612,2021-03-13,179547.0
3613,2021-03-14,179999.0
3614,2021-03-15,178879.0
3615,2021-03-16,171724.0
3616,2021-03-17,164857.0
3617,2021-03-18,156560.0
3618,2021-03-19,150901.0
3619,2021-03-20,149847.0
3620,2021-03-09,0.0
3621,2021-03-10,2420.0
3622,2021-03-11,2420.0
3623,2021-03-12,2420.0
3624,2021-03-13,2420.0
3625,2021-03-14,2420.0
3626,2021-03-15,2350.0
3627,2021-03-16,2299.0
3628,2021-02-17,0.0
3629,2021-02-18,486.0
3630,2021-02-19,2457.0
3631,2021-02-20,2404.0
3632,2021-02-21,2378.0
3633,2021-02-22,2362.0
3634,2021-02-23,2464.0
3635,2021-02-24,2538.0
3636,2021-02-25,3041.0
3637,2021-02-26,3356.0
3638,2021-02-27,3183.0
3639,2021-02-28,3009.0
3640,2021-03-01,2836.0
3641,2021-03-02,2837.0
3642,2021-03-03,2774.0
3643,2021-03-04,2468.0
3644,2021-03-05,2563.0
3645,2021-03-06,3566.0
3646,2021-03-07,4570.0
3647,2021-03-08,5573.0
3648,2021-03-09,10398.0
3649,2021-03-10,15950.0
3650,2021-03-11,20287.0
3651,2021-03-12,26296.0
3652,2021-03-13,27982.0
3653,2021-03-14,29668.0
3654,2021-03-15,31354.0
3655,2021-03-16,35948.0
3656,2021-03-17,41219.0
3657,2021-03-18,46788.0
3658,2021-03-19,49756.0
3659,2021-01-24,0.0
3660,2021-01-25,493.0
3661,2021-01-26,493.0
3662,2021-01-27,493.0
3663,2021-01-28,493.0
3664,2021-01-29,493.0
3665,2021-01-30,493.0
3666,2021-01-31,493.0
3667,2021-02-01,549.0
3668,2021-02-02,604.0
3669,2021-02-03,660.0
3670,2021-02-04,715.0
3671,2021-02-05,770.0
3672,2021-02-06,826.0
3673,2021-02-07,881.0
3674,2021-02-08,856.0
3675,2021-02-09,831.0
3676,2021-02-10,806.0
3677,2021-02-11,781.0
3678,2021-02-12,756.0
3679,2021-02-13,731.0
3680,2021-02-14,706.0
3681,2021-02-15,674.0
3682,2021-02-16,642.0
3683,2021-02-17,609.0
3684,2021-02-18,577.0
3685,2021-02-19,545.0
3686,2021-02-20,512.0
3687,2021-02-21,480.0
3688,2021-02-22,497.0
3689,2021-02-23,514.0
3690,2021-02-24,531.0
3691,2021-02-25,548.0
3692,2021-02-26,566.0
3693,2021-02-27,583.0
3694,2021-02-28,600.0
3695,2021-03-01,635.0
3696,2021-03-02,670.0
3697,2021-03-03,705.0
3698,2021-03-04,740.0
3699,2021-03-05,775.0
3700,2021-03-06,810.0
3701,2021-03-07,845.0
3702,2021-03-08,858.0
3703,2021-03-09,871.0
3704,2021-03-10,883.0
3705,2021-03-11,889.0
3706,2021-03-12,894.0
3707,2021-03-13,899.0
3708,2021-03-14,904.0
3709,2021-01-12,0.0
3710,2021-01-13,2727.0
3711,2021-01-14,2727.0
3712,2021-01-15,2727.0
3713,2021-01-16,2727.0
3714,2021-01-17,2727.0
3715,2021-01-18,2727.0
3716,2021-01-19,2727.0
3717,2021-01-20,2727.0
3718,2021-01-21,2727.0
3719,2021-01-22,2727.0
3720,2021-01-23,2727.0
3721,2021-01-24,2516.0
3722,2021-01-25,2305.0
3723,2021-01-26,2094.0
3724,2021-01-27,1883.0
3725,2021-01-28,1672.0
3726,2021-01-29,1461.0
3727,2021-01-30,1250.0
3728,2021-01-31,1250.0
3729,2021-02-01,1331.0
3730,2021-02-02,1412.0
3731,2021-02-03,1494.0
3732,2021-02-04,1575.0
3733,2021-02-05,1656.0
3734,2021-02-06,1737.0
3735,2021-02-07,1818.0
3736,2021-02-08,1818.0
3737,2021-02-09,1818.0
3738,2021-02-10,1818.0
3739,2021-02-11,1818.0
3740,2021-02-12,1818.0
3741,2021-02-13,1818.0
3742,2021-02-14,1818.0
3743,2021-02-15,1818.0
3744,2021-02-16,1818.0
3745,2021-02-17,1818.0
3746,2021-02-18,1818.0
3747,2021-02-19,1818.0
3748,2021-02-20,1818.0
3749,2021-02-21,1818.0
3750,2021-02-22,1818.0
3751,2021-02-23,4892.0
3752,2021-02-24,7965.0
3753,2021-02-25,11039.0
3754,2021-02-26,11209.0
3755,2021-02-27,11379.0
3756,2021-02-28,11549.0
3757,2021-03-01,11719.0
3758,2021-03-02,8816.0
3759,2021-03-03,5912.0
3760,2021-03-04,3008.0
3761,2021-03-05,3008.0
3762,2021-03-06,3008.0
3763,2021-03-07,3008.0
3764,2021-03-08,3008.0
3765,2021-03-09,3008.0
3766,2021-03-10,3008.0
3767,2021-03-11,3008.0
3768,2021-03-12,3008.0
3769,2021-03-13,3008.0
3770,2021-03-14,3008.0
3771,2021-03-15,3008.0
3772,2021-03-16,5273.0
3773,2021-03-17,7537.0
3774,2021-01-31,0.0
3775,2021-02-01,1273.0
3776,2021-02-02,1273.0
3777,2021-02-03,1273.0
3778,2021-02-04,1273.0
3779,2021-02-05,1273.0
3780,2021-02-06,1273.0
3781,2021-02-07,1273.0
3782,2021-02-08,1273.0
3783,2021-02-09,1273.0
3784,2021-02-10,1273.0
3785,2021-02-11,1273.0
3786,2021-02-12,1182.0
3787,2021-02-13,1091.0
3788,2021-02-14,1001.0
3789,2021-02-15,910.0
3790,2021-02-16,819.0
3791,2021-02-17,729.0
3792,2021-02-18,638.0
3793,2021-02-19,638.0
3794,2021-02-20,638.0
3795,2021-02-21,638.0
3796,2021-02-22,638.0
3797,2021-02-23,638.0
3798,2021-02-24,638.0
3799,2021-02-25,1040.0
3800,2021-02-26,1442.0
3801,2021-02-27,1844.0
3802,2021-02-28,2247.0
3803,2021-03-01,2649.0
3804,2021-03-02,3051.0
3805,2021-03-03,3453.0
3806,2021-03-04,3453.0
3807,2021-03-05,3453.0
3808,2021-03-06,3453.0
3809,2021-03-07,3453.0
3810,2021-03-08,3453.0
3811,2021-03-09,3453.0
3812,2021-03-10,3453.0
3813,2021-03-11,3453.0
3814,2021-03-12,3453.0
3815,2021-03-13,3453.0
3816,2021-03-14,3453.0
3817,2021-03-15,3453.0
3818,2021-03-16,4012.0
3819,2021-03-17,4571.0
3820,2021-03-18,5129.0
3821,2021-03-04,0.0
3822,2021-03-05,667.0
3823,2021-03-06,667.0
3824,2021-03-07,667.0
3825,2021-03-08,667.0
3826,2021-03-09,667.0
3827,2021-03-10,667.0
3828,2021-03-11,755.0
3829,2021-03-12,844.0
3830,2021-03-13,932.0
3831,2021-03-14,1021.0
3832,2021-03-15,1442.0
3833,2021-03-16,1864.0
3834,2021-03-17,2286.0
3835,2020-12-28,0.0
3836,2020-12-29,1121.0
3837,2020-12-30,1121.0
3838,2020-12-31,1121.0
3839,2021-01-01,1121.0
3840,2021-01-02,1121.0
3841,2021-01-03,1121.0
